Fiction,1334
"Warshawski, V.I",1
Haunted houses,1
Animal rights activists,1
Reality television programs,1
Bonobo,1
Fashion design,1
Defense contracts,1
Alternative histories (Fiction),1
nyt:trade_fiction_paperback=2011-07-30,1
sexual assault,1
boys,1
mother and child,1
nyt:trade_fiction_paperback=2011-05-21,1
Escapes,1
Becky Bloomwood (Fictitious character),1
Shopping,1
Ed Eagle (Fictitious character),1
Ed Eagle (Fictional character),1
nyt:trade_fiction_paperback=2011-10-08,1
Bestiaries,1
American wit and humor,1
nyt:mass_market_paperback=2011-05-14,1
Indians of North America in fiction,1
Indian women in fiction,1
France in fiction,1
Court and courtiers,1
Genealogy in fiction,1
nyt:mass_market_paperback=2011-08-27,1
Art thieves,1
nyt:mass_market_paperback=2011-11-05,1
Defectors,1
Banks and banking,1
Poliomyelitis,1
Playgrounds,1
Shia,1
Twelfth Imam,1
Hidden Imam,1
Gospel,1
Iran,1
nuclear,1
end times,1
eschatology,1
nyt:mass_market_paperback=2011-04-16,1
Thomas Covenant (Fictitious character),1
Cryonics,1
death penalty,1
Judicial error,1
Death row inmates,1
Executions and executioners,1
World of Warcraft (Game),1
Shamans,1
World of Warcraft,1
Rand al'Thor (Fictitious character),1
Contests,1
Successful people,1
Futuristic Fiction,1
Suspense Fiction,1
2000s,1
Service industries workers,1
Patrick Kenzie (Fictitious character),1
Angela Gennaro (Fictitious character),1
nyt:mass_market_paperback=2011-08-06,1
Zionism,1
cerulean warblers,1
human overpopulation,1
strip-mining,1
liberalism,1
environmentalism,1
date-rape,1
suburban life,1
dysfunctional families,1
Middle class families,1
Kriminalfall,1
Bombing investigation,1
Oliver Stone,1
Attentat,1
Camel Club,1
Chevrolet Suburbans,1
1955 doubled die cents,1
school shootings,1
alter egos,1
sadism,1
mail order,1
rare coins,1
pornography,1
sadomasochism,1
serial killers,1
novellas,1
husband and wife,1
marriage,1
business travel,1
cozy mysteries,1
violence against women,1
slaughterhouses,1
butcher knives,1
wells,1
cover-ups,1
sheriffs,1
amputation,1
pariahs,1
suicide,1
delusion,1
precognition,1
mentally ill,1
retribution,1
rape victims,1
lung cancer,1
tumors,1
breast cancer,1
lymph nodes,1
embezzlement,1
heart attack,1
brain damage,1
stillbirth,1
pyorrhea,1
gout,1
psoriasis,1
Terminally ill,1
Women real estate agents,1
Birmingham,1
Real estate business,1
Evacuation of civilians,1
nyt:mass_market_paperback=2011-09-24,1
Ransom,1
United States. Army. Special Forces,1
nyt:mass_market_paperback=2011-10-15,1
United States. Army.Special Forces,1
Prevention & control,1
Art auctions,1
United States. Dept. of Defense,1
Emergency medical technicians,1
Children of presidents,1
nyt:trade_fiction_paperback=2011-10-01,1
United States Army Delta Force,1
Undercover Operations,1
"United States, Army. Delta Force-Fiction",1
Undercover operations-Fiction,1
Arcane Society (Imaginary organization),1
nyt:mass_market_paperback=2011-08-20,1
Casualties,1
Archivists,1
United States. National Archives and Records Administration,1
Brain,1
Adult children,1
Great Britain. MI6,1
nyt:trade_fiction_paperback=2011-11-19,1
Mentally ill,1
Revolutions,1
Messengers,1
Vampires--Fiction.,1
Witches--Fiction.,1
Alchemy--Manuscripts--Fiction.,1
Science and magic--Fiction.,1
Manuscripts,1
Motherless families,1
Amusement parks,1
Alligators,1
nyt:trade_fiction_paperback=2011-12-10,1
Virologists,1
Succession,1
"United States Capitol (Washington, D.C.)",1
Viruses diseases,1
Virus diseases - Fiction,1
Quarantine - Fiction,1
Virologists - Fiction,1
Presidents - Succession - United States - Fiction,1
Bioterrorism - Fiction,1
Religious tolerance,1
Anger,1
Fear,1
Expatriate authors,1
American Authors,1
The Kingkiller Chronicle,1
Heroes,1
Paranormal Fiction,1
Divorced people,1
Frozen human embryos,1
Human reproductive technology,1
Religious aspects,1
Frozen embryos,1
Law and legislation,1
nyt:trade_fiction_paperback=2011-10-15,1
Lesbian couples,1
Reproductive technology,1
Music therapists,1
Fatherhood,1
Child rearing,1
Religion,1
Grandparent and child,1
books,1
nyt:mass_market_paperback=2011-11-26,1
Business intelligence,1
Scottish Detective and mystery stories,1
Foster children,1
Foster mothers,1
nyt:trade_fiction_paperback=2011-12-31,1
Biological children of foster parents,1
Ayla (Fictitious character),1
Prehistoric peoples,1
Glacial epoch,1
Kurt Wallander (Fictitious character),1
Armed Forces,1
Civil service,1
Office politics,1
Arson investigation,1
Women fire fighters,1
Wildfire fighters,1
Smokejumpers,1
Bullying in schools,1
Explosions,1
mom,1
missing,1
pray,1
Korean,1
Sacrifice,1
Mrs Murphy,1
Harry Haristeen,1
Psychiatric hospital patients,1
Alchemists,1
Space vehicles,1
nyt:trade_fiction_paperback=2012-01-07,1
Indian college graduates,1
Wampanoag Indians,1
Indian scholars,1
Suburbs,1
Remodeling,1
nyt:e-book_fiction=2011-05-07,1
Oil industries,1
nyt:mass_market_paperback=2012-02-11,1
American Naval operations,1
Psy-Changeling Series,1
SnowDancer,1
Wolf packs,1
Alphas,1
Retribution,1
Jungles,1
Robots,1
Custody of children,1
Parents,1
James Bond (Fictional character),1
nyt:mass_market_paperback=2011-11-12,1
New Jersey,1
NEW LIST 20110630,1
Stephanie Plum (Fictional character),1
nyt:trade_fiction_paperback=2011-11-05,1
Identification,1
Hypnotists,1
Problem youth,1
Seven kingdoms (Imaginary place),1
Adoptive parents,1
Infertility,1
Surrogate mothers,1
Birthparents,1
nyt:hardcover_fiction=2011-07-23,1
nyt:mass_market_paperback=2012-02-18,1
Sportscasters,1
nyt:e-book_fiction=2011-07-16,1
Jason Bourne (Fictional character),1
nyt:hardcover_fiction=2011-07-16,1
nyt:trade_fiction_paperback=2012-01-28,1
Nineteen thirties,1
Investment advisors,1
Betting,1
"Pendergast, Aloysius (Fictitious character)",1
Gods & goddesses,1
Packhorse camping,1
American Adventure stories,1
Sword of Truth,1
Richard Rahl (Fictitious character),1
Kahlan Amnell (Fictitious character),1
Hate groups,1
Knights and knighthood,1
Trolls,1
Refugees,1
Florists,1
Flower language,1
Art students,1
Diamond industry and trade,1
nyt:trade_fiction_paperback=2012-02-18,1
Diamond industry,1
nyt:hardcover_fiction=2011-09-17,1
Armand Gamache (Fictional character),1
Armand Gamache,1
Predatory animals,1
nyt:hardcover_fiction=2011-10-22,1
college stories,1
abduction,1
pirates,1
motion picture studios,1
women detectives,1
Mary Russell (Fictional character),1
Mary Russell,1
Sherlock Holmes (Fictional character),1
Sherlock Holmes,1
nyt:e-book_fiction=2011-09-10,1
Eve Dallas (Fictional character),1
Eve Dallas,1
Circus,1
Games,1
Circus performers,1
Safehold,1
Lucky Santangelo (Fictitious character),1
nyt:hardcover_fiction=2011-11-19,1
nyt:trade_fiction_paperback=2012-01-21,1
nyt:combined_print_fiction=2011-09-24,1
Computer games,1
Military bases,1
nyt:e-book_fiction=2011-09-24,1
Divorced mothers,1
Travel,1
Rural conditions,1
nyt:e-book_fiction=2011-10-01,1
Battles,1
"Siege, 72-73",1
nyt:hardcover_fiction=2011-11-12,1
Crusades,1
Herbalists,1
nyt:hardcover_fiction=2011-10-08,1
Self-actualization,1
nyt:combined_print_fiction=2011-10-15,1
nyt:e-book_fiction=2011-10-15,1
nyt:mass_market_paperback=2012-01-21,1
hell,1
future life,1
dead,1
nyt:hardcover_fiction=2012-02-04,1
Prophecies,1
Drugs,1
Class actions (Civil procedure),1
Anticholesteremic agents,1
Products liability,1
Liability (Law),1
NEW LIST 20111231,1
Dystopian,1
Magical Realism,1
nyt:e-book_fiction=2011-10-29,1
Hotels,1
nyt:hardcover_fiction=2011-11-26,1
Flavia De Luce (Fictitious character),1
Imaginary Places,1
Drinking water,1
Contamination,1
V is for Vengeance ebook download,1
V is for Vengeance by Sue Grafton,1
nyt:hardcover_fiction=2011-12-10,1
Microbiologists,1
nyt:e-book_fiction=2011-11-26,1
"Seven Years' War, 1756-1763",1
nyt:hardcover_fiction=2011-12-17,1
Fitzwilliam Darcy (Fictitious character),1
Elizabeth Bennet (Fictitious character),1
Fitzwilliam Darcy (Fictional character),1
Elizabeth Bennet (Fictional character),1
Jack Ryan (Fictitious character),1
Parapsychology,1
Haunted places,1
nyt:hardcover_fiction=2012-01-21,1
Charley Castillo (Fictitious character),1
nyt:e-book_fiction=2011-12-31,1
FICTION / Romance / General,1
United States. President,1
Halo (Game),1
"Sale of organs, tissues",1
Black market,1
nyt:combined_print_fiction=2012-01-21,1
Temporary employees,1
Imprisonment,1
nyt:e-book_fiction=2012-01-21,1
Political activists,1
nyt:e-book_fiction=2012-01-28,1
Hedge funds,1
FICTION / Technological,1
Totalitarianism,1
Pulitzer Prize Winner,1
orphans,1
large type books,1
"Pan Am Flight 103 Bombing Incident, 1988",1
nyt:e-book_fiction=2012-02-04,1
Drug dealers,1
Illegal aliens,1
Rowing,1
Rowers,1
"Olympic Games (30th : 2012 : London, England)",1
Bites and stings,1
Transformations,1
Cell phone theft,1
Urban renewal,1
Kidnapping victims,1
Mass murder,1
Fictiion,1
Hispanic American women,1
Wineries,1
Illicit Distilling,1
Decision making,1
Accident victims,1
Terminal care,1
Honor Harrington (Fictional character),1
Hostage negotiations,1
Extremists,1
Divers,1
Great Britain. Royal Navy,1
"Napoleonic Wars, 1800-1815",1
Aquariums,1
Tearooms,1
Theodosia Browning (Fictitious character),1
Chirurgiens,1
Conference proceedings,1
Medical novels,1
Medical staff,1
Stepmothers,1
Childlessness,1
conspiracy,1
secret service,1
Military missions,1
Weapons of mass destruction,1
Cartels,1
Designer drugs,1
Hormones,1
Great powers,1
Ficiton,1
Embezzlement investigation,1
Street vendors,1
Biblical scholars,1
Christian antiquities,1
Blue in art,1
Separation (Psychology),1
Guido Brunetti,1
Business enterprises,1
Ocean liners,1
Shipwreck survival,1
Mute persons,1
Child witnesses,1
Computer software industry,1
Billionaires,1
Bernhard Gunther (Fictitious character),1
Roland (Fictitious character : King),1
Spenser,1
Curtis Black (Fictitious character),1
African American clergy,1
Man-woman relations,1
history,1
award:man_booker_prize=2012,1
Diaries,1
Bisexual men,1
African American veterans,1
"Korean War, 1950-1953",1
Corleone family (Fictitious characters),1
Native Americans,1
Children of prisoners,1
FICTION / Science Fiction / High Tech,1
"Shiloh, Battle of, Tenn., 1862",1
Intelligence agents,1
American detective and mystery stories,1
diaries,1
victims of crimes,1
Mystery & Detective fiction,1
Recessions,1
"Global Financial Crisis, 2008-2009",1
Relics,1
Experimental Genetics,1
High school graduates,1
Earthquakes,1
Women screenwriters,1
Hispanic American gangs,1
Michael Bennett,1
Motorcyclists,1
Israelis,1
Art museum curators,1
"Armenian massacres, 1915-1923",1
Armenians,1
Armenian Americans,1
Blind women,1
Kendra Michaels (Fictional character),1
Foundlings,1
Australia,1
Fiction / General,1
Pilgrimage,1
Women psychiatrists,1
Women architects--Washington (State)--Seattle--Fiction.,1
Missing persons--Fiction.,1
Phobias--Fiction.,1
Mothers and daughters--Fiction.,1
Domestic fiction.,1
Furies (Roman mythology),1
Diamond mines and mining,1
Infanticide,1
"Fiction, Historical Fiction, Mystery",1
Traditional British,1
Time,1
Ecologists,1
Aggressive behavior in animals,1
Animal behavior,1
Aggressiveness (Psychology),1
Human-animal relationship,1
Tombs,1
Planned communities,1
Fishing guides,1
Women fishers,1
Fictin,1
Emperors,1
Civilization,1
Agatha Raisin (Fictitious character),1
City council members,1
Local elections,1
Friends,1
Slackers,1
Courtship,1
Indian families,1
FICTION / Media Tie-In,1
Fingal Flahertie O'Reilly (Fictitious character),1
Barry Laverty (Fictitious character),1
Physicians (General practice),1
Women biologists,1
FICTION / Political,1
Climatic changes,1
Miles Vorkosigan (Fictitious character),1
Military intelligence,1
United Nations,1
Memory of Light,1
A Memory of Light,1
Wheel of Time,1
Childhood and youth,1
Dating (Social customs),1
Jesus Christ,1
Bible,1
Christian sects,1
First ladies,1
"Lindbergh, Charles A. (Charles Augustus), 1902-1974",1
Hemmeligheder,1
Spændende bøger,1
Forsvundne personer,1
Publishers and publishing,1
Ian Rutledge (Fictitious character),1
Dust Bowl Era (1931-1939) fast (OCoLC)fst00899651,1
Adobe houses,1
Farmers,1
Droughts,1
Lantarbetare,1
Bed and breakfast accommodations,1
Violence,1
"Cross, Alex (Fictitious character)",1
Robbers and outlaws,1
Ex-Nazis,1
Kate Shugak (Fictional character),1
Aleuts,1
Alaska,1
NEW LIST 20130331,1
Coal mine accidents,1
Isaac Bell (Fictional character),1
"Pickett, Joe (Fictitious character)",1
Unrequited love,1
Nineteen twenties,1
Hamish Macbeth (Fictitious character),1
Book editors,1
Mexican American women,1
United States. Department of Homeland Security,1
United States. Army,1
Romans,1
Amour,1
Employées de maison,1
Meurtres,1
Women household employees,1
Parents of murder victims,1
Bernie Gunther (Fictional character),1
Female assassins,1
Orchards,1
Apple growers,1
Elementary school teachers,1
Illegal arms transfers,1
"Dante Alighieri, 1265-1321",1
Easy Rawlins (Fictitious character),1
Pug (Fictitious character),1
Indian captivities,1
Comanche Indians,1
Transatlantic voyages,1
Air travel,1
Riding clubs,1
Self-actualization (Psychology) in adolescence,1
Investment banking,1
Newlyweds,1
Comets,1
Dark energy (Astronomy),1
Collisions with Earth,1
Women jouranlists,1
Anita Blake Vampire Hunter,1
Series,1
Star wars (Motion picture),1
Tracking and trailing,1
Life,1
Humanity,1
Cruelty,1
Wars of the Roses (Great Britain : 1455-1485) fast (OCoLC)fst01355312,1
Mistresses,1
Compulsive behavior,1
Paranoia,1
Olympic athletes,1
Cult,1
Director,1
Clairvoyants,1
Nurses,1
Reunions,1
Malicious accusation,1
"Beaumont, J. P. (Fictitious character)",1
Irish American women,1
Irish American Catholics,1
Bildungsroman,1
Children of alcoholics,1
Actress,1
FICTION / Urban Life,1
Political science,1
Unmarried couples,1
Cowboys,1
Grail,1
High technology,1
Great Britain. Metropolitan Police Office. Criminal Investigation Department,1
FICTION / African American / Contemporary Women,1
Naxalite movement,1
Women novelists,1
Enlightenment,1
Industrial revolution,1
Poetry,1
multiple sclerosis,1
internet phobia,1
future,1
sci-fi,1
technology,1
social media,1
privacy,1
internet,1
Social media,1
Internet industry,1
Privacy,1
Microblogs,1
Media Tie-In,1
Political candidates,1
Police murders,1
Gold discoveries,1
Gold mines and mining,1
Wills,1
Cases,1
goldfinch,1
Same-sex marriage,1
FICTION / Fantasy / Paranormal,1
Characters,1
Fame,1
Mirage,1
Courtesans,1
Service stations,1
Heaven,1
Fanaticism,1
Single parents,1
Telephone,1
Cell phones,1
Arson,1
War neuroses,1
Conflict of interests,1
International Security,1
John Clark (Fictitious character),1
Remorse,1
Psychology of Learning,1
Learning,1
Biography,1
Feminists,1
Antislavery movements,1
Women's rights,1
Robbery,1
Antisocial personality disorders,1
D.D. Warren (Fictitious character),1
Conduct of life,1
Automobile travel,1
Embassy buildings,1
Mentally ill offenders,1
Suspense & Thriller,1
Androids,1
Religious fanaticism,1
Theocracy,1
Technology,1
Crow Indians,1
War stories,1
Afghan War (2001-) fast (OCoLC)fst01695175,1
Short stories,1
"Afghan War, 2001",1
Erzählung,1
Self-evaluation,1
Self-acceptance in women,1
Work-life balance,1
Joe Pickett (Fictional character),1
Game protection,1
Literature publishing,1
Literary agents,1
Authorship in literature,1
Concentration camps,1
Concentration camp inmates,1
Star Wars films,1
Empire strikes back (Motion picture),1
Diplomats,1
Women-owned business enterprises,1
Women television producers and directors,1
Canoes and canoeing,1
Secuestro,1
Servicio de inteligencia,1
Científicos,1
Women dancers,1
Asesinato,1
Danzarinas,1
Investigacio n criminal,1
Investigación criminal,1
World War (1914-1918) fast (OCoLC)fst01180746,1
"World War I, 1914-1918",1
Teachers,1
Cultural Heritage,1
Cosmetics,1
Antiques,1
Bookstores,1
Booksellers,1
Pen pals,1
Merchants,1
Avarice,1
Navies,1
Women travelers,1
Authorship,1
Parents of developmentally disabled children,1
Penn Cage (Fictitious character),1
Letters,1
Hiding places,1
Football players,1
Drug addiction,1
Drug use,1
Missing in action,1
marine scientists,1
action,1
National Underwater and Marine Agency,1
Family vacations,1
Mercedes automobiles,1
Campaigns,1
"Chattanooga, Battle of, Chattanooga, Tenn., 1863",1
Sherman's March to the Sea,1
FICTION / Romance / Time Travel,1
American Revolution (1775-1783) fast (OCoLC)fst01351668,1
Time Travel,1
Bounty hunters,1
Rehabilitation,1
FICTION / Fantasy / Short Stories,1
Rogues and vagabonds,1
Stepchildren,1
Single-parent families,1
Farm life,1
Phantastischer Roman,1
Druids,1
Nuclear accidents,1
Amish,1
Women police chiefs,1
Women historians,1
Gabriel Allon (Fictional character),1
Political conventions,1
Politics,1
Apartment dwellers,1
Male caregivers,1
Women television news anchors,1
Diabetes,1
Joanna Brady (Fictional character),1
Caverns,1
Hoarders,1
FICTION / Fantasy / Epic,1
Cold War (1945-1989) fast (OCoLC)fst01754978,1
Locomotive engineers,1
Attachment disorder,1
Fiction/ Sagas-fiction/ Contemporary Women-fiction/ Romance-fiction / Contemporary,1
Science,1
Experiments,1
Extinction (Biology),1
Lost continents,1
Mountain people,1
Adult children of alcoholics,1
American Dream,1
Ambition,1
Mitford (N.C. : Imaginary place),1
Episcopalians,1
Timothy Kavanagh (Fictitious character),1
Baseball injuries,1
Religious,1
Religion and law,1
FICTION / Psychological,1
FICTION / Mystery & Detective / Hard-Boiled,1
World politics,1
Hospitality,1
Guests,1
Golem,1
Temperance Brennan (Fictional character),1
School boards,1
Medical laboratories,1
Dogs as laboratory animals,1
Pet theft,1
Adult child abuse victims,1
Guardin angels-Fiction/Women college stidents-Fiction/Man-women relationships-Fiction/Christmas stories,1
Elephant researchers,1
FICTION / War & Military,1
Australian fiction,1
POETRY / General,1
Legal aid,1
Coal trade,1
Country lawyers,1
Coal mines and mining,1
Sex role,1
Sexual excitement,1
Sexual behavior,1
Sex toys,1
Uranium industry,1
Aztecs,1
Ocean mining,1
Divorced men,1
"Hurricane Sandy, 2012",1
Natural disasters,1
Frank Bascombe (Fictitious character),1
Hurricane Sandy (2012) fast (OCoLC)fst01896399,1
Kay Scarpetta (Fictional character),1
Aloysius Pendergast (Fictional character),1
military,1
special agent,1
Kate O'Hare (Fictional character),1
Drowning,1
Forgery,1
Intercontinental ballistic missiles,1
Feminism,1
Medical,1
Mystery and detective stories,1
Alcoholics,1
Blind dates,1
Commuters,1
Railroad travel,1
Odd Thomas (Fictional character),1
Women Television Journalists,1
Cold Cases (Criminal Investigation),1
Missing Persons,1
Victims of crimes,1
Meurtre à forfait,1
Services privés de sécurité,1
Technological,1
Femmes fatales,1
Civilians in war,1
Television comedies,1
Television actors and actresses,1
Fiction / Historical,1
Storytelling,1
Documentary films,1
Child abuse,1
Central Illustration Agency,1
Sephardim,1
ADULT FICTION,1
THRILLER,1
Loch Ness monster,1
Father-son relationship,1
Golfers,1
Golf,1
Mentoring,1
Tournaments,1
Impostor phenomenon,1
Household Moving,1
Sexual harassment,1
Separated people,1
Mentally ill teenagers,1
False testimony,1
Photographic memory,1
Homeless persons,1
Veteran reintegration,1
Social distance,1
Exploration,1
Sentences (Criminal procedure),1
Judicial corruption,1
Contracting out,1
Corrections,1
Adventure and adventurers,1
Surveillance radar,1
Mental illness,1
Hermits,1
Drottningar,1
Eccentrics and eccentricity,1
Historians,1
Country musicians,1
"Kings, queens, rulers",1
Charity,1
Dillon Savich (Fictional character),1
Lacey Sherlock (Fictional character),1
High school students--Fiction.,1
Human-alien encounters--Fiction.,1
Women air pilots,1
Hunters,1
Social mobility,1
Misfits (Persons),1
Black humor (Literature),1
Jinn,1
"FICTION / Fairy Tales, Folk Tales, Legends & Mythology",1
Arabian nights,1
J.P. Beaumont (Fictitious character),1
Couples mariés,1
Dramatists,1
Roman familial,1
Dramaturges,1
Mansions,1
Contemporary women,1
Caregivers,1
Happiness,1
Choice (Psychology),1
Mexican Americans,1
Teenagers with mental disabilities,1
Judicial ethics,1
Ex-police officers (Harry Bosch),1
Love in old age,1
Police dogs,1
Alex Cross,1
James Patterson,1
crime series,1
child abuse,1
sexual abuse,1
FICTION / Coming of Age,1
Aliens,1
American Science fiction,1
magic,1
Tétraplégiques,1
Spécialistes de la criminalistique,1
Quadriplegics,1
People with disabilities,1
Meurtres en série,1
Ponzi schemes,1
Ali Reynolds (Fictional character),1
Heirlooms,1
Safe-deposit boxes,1
Women veterans,1
Trusts and trustees,1
